"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
6416,656305,"Chapman, Matt",6416,100,0.242,0.199,0.3,0.441,0.336,0.343,0.243,325,1341,93.3,17.5,2294,89.6,89.81,744,2788,3628,0.20000000000000284,6.45,108,151,123,147,302,325,296,"-39.21","39.21","74.0","7.4",1525,952,174,91,4,56,393,25.8,163,10.7,2.24437,0.64181,0.29287,0.05719,"93.0",164,51.793248945147674,13.818565400843882,8.59016393442623,5.82,-0.95,0.19,2.37,0.331,131,"0.611128429",0.333,0.455,"-0.611128429",-0.001,-0.0020000000000000018,-0.014,-0.007,26.7,"38.8",5.903193620396887,-1.297939682194507,25.99667758643572,0.5139664804469274,39.69903265354423,26.051571096881407
6384,677594,"Rodríguez, Julio",6384,100,0.268,0.171,0.325,0.439,0.329,0.342,0.273,432,1611,91.9,9.2,2260,89.2,89.4,1037,3481,2903,0.20000000000000284,6.42,108,151,121,146,304,325,294,"-29.156","29.156","74.5","7.7",1743,1194,292,70,5,65,423,24.3,101,5.8,2.3165,0.59521,0.31354,0.09399,"93.0",150,49.0360435875943,10.226320201173513,6.99942627653471,5.75,-0.93,0.13,2.28,0.32,122,"0.456704261",0.325,0.466,"-0.456704261",-0.005,-0.0050000000000000044,-0.027,-0.013,29.8,"38.8",6.905748730339599,-1.0963510749479553,32.67588741577262,0.4510408635312259,38.79678545247814,32.64875179536159
6374,623993,"Santander, Anthony",6374,100,0.237,0.227,0.256,0.464,0.331,0.315,0.228,325,1370,90.1,21.1,2237,89.7,89.88,691,3143,3230,0.20000000000000284,6.46,114,147,126,150,300,327,297,"-28.12","28.12","71.5","7.1",1524,1044,173,71,3,78,336,22,131,8.6,2.22336,0.65624,0.38179,-0.38179,"92.3",170,43.43240651965484,10.162991371045061,6.955380577427822,5.77,-0.85,-0.02,2.41,0.308,106,"0.441167242",0.301,0.42,"-0.441167242",0.009,0.007000000000000006,0.044,0.016,22,"38.8",6.797890649242594,-4.9706867701313735,26.22384074082123,0.47932085328689594,34.87950768750036,32.0567091144509
6363,467793,"Santana, Carlos",6363,100,0.238,0.174,0.255,0.412,0.322,0.317,0.24,328,1377,88.9,14.8,2232,88.8,89.05,641,2813,3548,0.20000000000000284,6.45,114,147,125,150,297,323,296,"-9.965","9.965","70.1","7.5",1564,1118,204,66,1,57,268,17.1,169,10.8,2.37939,0.55738,0.36229,-0.36142,"92.0",146,38.97849462365591,6.810035842293908,4.859335038363171,5.74,-0.92,-0.07,2.28,0.324,76,"0.156608518",0.326,0.391,"-0.156608518",-0.002,-0.0020000000000000018,0.021,0.005,22.8,"37.5",11.437248577103125,-3.945346536287384,26.675193774528942,0.6177458033573141,37.729039690218755,33.409326013057786
6317,650490,"Díaz, Yandy",6317,100,0.299,0.164,0.329,0.463,0.36,0.361,0.293,434,1451,92.9,5.3,2261,89.8,89.9,456,2766,3550,0.10000000000000853,6.41,110,150,123,148,307,326,291,"-54.25","54.25","72.1","7.5",1617,1218,298,84,2,50,243,15,141,8.7,2.2129,0.66515,0.41812,0.17045,"93.3",154,52.188274153592076,9.000825763831543,6.740878169449598,5.77,-0.91,0.13,2.31,0.365,109,"0.858793731",0.362,0.465,"-0.858793731",0.006,0.0030000000000000027,-0.002,-0.001,16.5,"38.9",3.364622741449355,7.298255957498407,25.033432409979536,0.38840996168582376,37.92053346208337,30.118557461440265
6307,663586,"Riley, Austin",6307,100,0.272,0.208,0.328,0.48,0.348,0.359,0.269,392,1440,92.6,14.9,2279,90,90.32,873,3116,3191,0.29999999999999716,6.49,108,151,123,147,310,328,298,"-46.137","46.137","73.8","7.4",1587,1051,239,77,6,70,403,25.4,116,7.3,2.23265,0.62798,0.33342,0.12415,"93.0",168,50.95419847328244,14.50381679389313,9.577819785759294,5.84,-1,0.18,2.34,0.331,152,"0.731520533",0.33,0.505,"-0.731520533",0.003,0.0010000000000000009,-0.025,-0.011,28,"38.4",8.731144839925944,-1.6716203383992472,32.89507124079206,0.4396243291592129,36.80277648738239,33.81680284077108
6304,607208,"Turner, Trea",6304,100,0.282,0.175,0.322,0.457,0.34,0.326,0.269,431,1529,89.5,11.9,2264,89,89.18,907,3318,2986,0.20000000000000284,6.45,107,151,119,146,301,323,290,"-36.727","36.727","69.9","7.5",1646,1217,287,79,7,58,316,19.2,97,5.9,2.37029,0.55833,0.29693,-0.006,"92.1",159,41.39917695473251,7.4074074074074066,5.467800729040097,5.84,-0.64,0.24,2.2,0.33,90,"0.58259835",0.318,0.433,"-0.58259835",0.013,0.01200000000000001,0.024,0.014,27.3,"38.2",9.852608724073823,-3.4108679006936997,28.854696336558096,0.5939784946236559,38.01554892655432,30.489705406812483
6245,543807,"Springer, George",6245,100,0.246,0.163,0.275,0.41,0.322,0.341,0.26,359,1457,88.3,12,2278,89.2,89.32,736,3012,3233,0.09999999999999432,6.47,108,151,122,147,299,325,292,"-16.402","16.402","70.2","7.4",1650,1157,238,60,5,56,309,18.7,162,9.8,2.32728,0.59572,0.31592,0.0716,"91.9",147,40.294627383015595,9.878682842287695,6.909090909090909,5.74,-0.91,0.18,2.3,0.325,114,"0.262642114",0.339,0.442,"-0.262642114",-0.014,-0.014000000000000012,-0.032,-0.019,24.4,"38.0",10.614774398884354,1.7012360264422157,33.72121383847888,0.5156810035842294,38.40480506379401,21.25370598433414
6243,592518,"Machado, Manny",6243,100,0.272,0.201,0.292,0.473,0.343,0.348,0.272,408,1498,91.9,14.1,2266,89.6,89.8,747,3123,3120,0.20000000000000284,6.46,108,151,123,147,303,326,296,"-35.727","35.727","73.5","7.7",1638,1212,259,73,0,76,301,18.4,122,7.4,2.28088,0.61327,0.34957,0.10287,"92.9",168,48.22167080231596,11.497105045492143,8.485958485958486,5.7,-0.93,0.15,2.3,0.325,139,"0.572272946",0.328,0.478,"-0.572272946",0,-0.0030000000000000027,-0.005,-0.005,23.9,"37.2",6.3967335312432425,0.5756659648410609,26.025038442235513,0.5207986688851913,40.374671783238156,30.34164856006799
6206,641487,"Crawford, J.P.",6206,100,0.252,0.137,0.301,0.388,0.333,0.334,0.256,319,1267,87,13.5,2247,89.6,89.82,480,2523,3682,0.20000000000000284,6.4,116,146,108,151,286,319,297,"-18.043","18.043","69.7","7.1",1490,985,218,64,2,35,294,19.7,197,13.2,2.18489,0.69429,0.38434,-0.1983,"91.5",156,36.04887983706721,5.4989816700611,3.6241610738255035,5.77,-0.8,-0.17,2.41,0.358,54,"0.290734773",0.362,0.385,"-0.290734773",-0.004,-0.0040000000000000036,0.003,-0.001,19,"38.5",4.472307272467365,1.1989212541761884,35.608729733460464,0.3696351931330472,36.13650049614875,36.231636881171845
6180,592206,"Castellanos, Nick",6180,100,0.266,0.186,0.316,0.452,0.328,0.329,0.266,423,1590,88.6,14.8,2275,88.5,88.67,1123,3540,2640,0.20000000000000284,6.43,108,151,123,146,301,324,291,"-23.333","23.333","69.9","7.6",1712,1200,263,89,7,64,402,23.5,94,5.5,2.45523,0.5006,0.23164,-0.02246,"91.5",156,39.849624060150376,9.273182957393484,6.483644859813084,5.84,-0.77,0.22,2.23,0.311,111,"0.377556634",0.313,0.448,"-0.377556634",0,-0.0020000000000000018,0.004,-0.001,31.7,"38.4",13.153108150544265,-4.188964551359721,39.168437388721756,0.4565052950075643,38.42520962157447,30.79187010907769
6168,605141,"Betts, Mookie",6168,100,0.286,0.216,0.291,0.502,0.375,0.371,0.283,394,1379,90.6,20.3,2274,89.9,90.12,396,2461,3706,0.19999999999998863,6.44,109,151,122,146,303,323,296,"-85.566","85.566","67.1","6.9",1587,1187,241,77,7,69,205,12.9,184,11.6,2.23942,0.62234,0.34733,0.06323,"92.2",183,42.20724515585509,8.593091828138164,6.427221172022684,5.73,-0.76,0.24,2.27,0.371,102,"1.387256809",0.37,0.49,"-1.387256809",0.003,0.0010000000000000009,0.012,0.004,16.1,"37.5",8.796770214999647,-3.6789793564920035,34.53504045567905,0.5216627634660421,37.79536482968137,32.764213497103434
6156,663538,"Hoerner, Nico",6156,100,0.28,0.099,0.304,0.379,0.317,0.31,0.277,433,1547,86.2,11.2,2280,89.3,89.59,345,2915,3241,0.29999999999999716,6.45,109,150,113,147,299,318,288,"-9.505","9.505","66.8","7.1",1702,1383,326,80,8,19,175,10.3,113,6.6,2.32947,0.57282,0.31329,0.11987,"90.7",151,29.855072463768117,1.7391304347826086,1.410105757931845,5.79,-0.97,0.19,2.24,0.339,24,"0.154402209",0.338,0.358,"-0.154402209",0.003,0.0010000000000000009,0.021,0.007,11.8,"38.0",4.257515599935299,-0.48087743351751705,32.8816315874461,0.4227567067530065,36.99774450227222,27.242830182734327
6085,608324,"Bregman, Alex",6085,100,0.266,0.195,0.275,0.462,0.35,0.339,0.261,374,1404,89.3,18.1,2257,89.4,89.54,350,2527,3558,0.09999999999999432,6.47,107,151,121,146,295,324,293,"-45.113","45.113","69.5","6.9",1585,1195,230,76,6,62,216,13.6,155,9.8,2.27645,0.63122,0.35304,0.09803,"91.9",169,40.604026845637584,6.459731543624161,4.858044164037855,5.76,-0.77,0.25,2.25,0.346,77,"0.741380444",0.342,0.432,"-0.741380444",0.005,0.003999999999999948,0.03,0.011,13.9,"38.2",12.083094844530828,-1.7581945968543835,28.54898092269369,0.6580226904376013,34.77519862435905,30.202612114294986
6077,667670,"Rooker, Brent",6077,100,0.273,0.249,0.335,0.522,0.371,0.37,0.264,379,1387,91.7,17.2,2257,89,89.12,1023,2947,3130,0.09999999999999432,6.42,108,151,122,146,304,325,295,"-73.034","73.034","71.6","7.1",1556,954,217,68,5,89,441,28.3,143,9.2,2.35042,0.57683,0.34098,0.12548,"92.8",168,49.21301154249738,15.634837355718783,9.575835475578407,5.78,-0.92,0.23,2.26,0.347,149,"1.201810104",0.339,0.528,"-1.201810104",0.009,0.007999999999999952,-0.006,0.001,34.7,"38.3",11.414289931780992,-4.212969715916114,36.154824065805705,0.4431718061674009,36.709969404090934,32.991498334919854
6065,682829,"De La Cruz, Elly",6065,100,0.259,0.201,0.349,0.46,0.34,0.329,0.249,355,1372,90.9,7.1,2217,88.5,88.71,846,2694,3371,0.20000000000000284,6.42,114,147,117,149,297,325,299,"-26.111","26.111","73.2","7.2",1521,916,211,68,20,56,462,30.4,133,8.7,2.45874,0.50239,0.30487,-0.3047,"92.7",144,46.33077765607886,11.71960569550931,7.034845496383959,5.8,-0.72,-0.06,2.34,0.328,107,"0.430519373",0.319,0.435,"-0.430519373",0.01,0.009000000000000008,0.025,0.011,31.4,"38.1",7.613343552469269,1.6755506761378107,35.146978384126164,0.479776247848537,38.36233508085156,35.325208401975324
5993,571448,"Arenado, Nolan",5993,100,0.264,0.154,0.278,0.418,0.316,0.305,0.258,384,1455,87.4,17.5,2268,89.3,89.6,528,2863,3130,0.29999999999999716,6.48,107,151,122,147,304,325,297,"-5.742","5.742","69.1","8.2",1582,1245,267,62,3,52,227,14.3,98,6.2,2.31249,0.58655,0.29284,0.08161,"91.6",152,34.73005640612409,4.99597099113618,3.919089759797725,5.75,-0.93,0.18,2.25,0.312,62,"0.09581178",0.308,0.391,"-0.09581178",0.006,0.0040000000000000036,0.027,0.011,18.4,"38.0",10.602914809624712,-6.440107260977724,33.471524813850884,0.5340802987861811,38.91558523516009,33.47609862828685
5949,650333,"Arraez, Luis",5949,100,0.321,0.099,0.327,0.42,0.337,0.327,0.308,505,1572,86.4,12.3,2249,89.8,89.95,202,2998,2951,0.10000000000000853,6.44,116,147,109,150,279,313,300,"-17.701","17.701","61.3","5.8",1664,1513,397,79,10,19,73,4.4,64,3.8,2.20018,0.68131,0.42812,-0.22402,"90.1",167,22.56783587028458,2.1178027796161483,1.9230769230769231,5.73,-0.8,-0.22,2.32,0.352,32,"0.297545806",0.34,0.408,"-0.297545806",0.013,0.011999999999999955,0.012,0.01,6.7,"37.2",5.773968663986554,5.522695116119399,37.61017858630064,0.41867881548974945,34.934093236134075,31.30573117553204
5944,630105,"Cronenworth, Jake",5944,100,0.236,0.152,0.272,0.388,0.314,0.321,0.246,297,1258,87.6,14.4,2244,90,90.17,459,2705,3239,0.20000000000000284,6.46,115,147,114,151,287,321,303,"-0.852","0.852","67.3","6.9",1445,1003,187,64,11,35,270,18.7,141,9.8,2.20038,0.66902,0.41478,-0.21631,"91.1",163,36.04417670682731,6.526104417670683,4.498269896193772,5.72,-0.82,-0.17,2.41,0.324,65,"0.014333782",0.333,0.392,"-0.014333782",-0.01,-0.009000000000000008,-0.004,-0.007,17,"37.1",4.886196992381476,2.556902064938888,32.476589803980495,0.3349282296650718,34.92444667970461,28.186293682487243
5918,679529,"Torkelson, Spencer",5918,100,0.23,0.209,0.27,0.439,0.324,0.335,0.237,292,1270,90.7,19,2262,88.8,89.02,694,2716,3202,0.20000000000000284,6.45,108,151,122,146,301,327,294,"-14.603","14.603","72.4","7.6",1437,914,153,75,2,62,367,25.5,136,9.5,2.36892,0.56754,0.28289,0.01718,"92.5",164,46.212952799121844,12.513721185510429,7.933194154488518,5.72,-0.87,0.23,2.31,0.311,114,"0.246755661",0.319,0.457,"-0.246755661",-0.007,-0.008000000000000007,-0.018,-0.011,25.6,"38.8",11.129912930269347,-7.430580135467327,34.426008199455495,0.5033907146583203,36.313820464296455,30.29528154807333
5913,624585,"Soler, Jorge",5913,100,0.238,0.216,0.281,0.454,0.338,0.346,0.244,301,1263,90.6,17,2288,88.8,89.05,752,2625,3288,0.20000000000000284,6.46,108,151,124,145,305,325,299,"-34.845","34.845","73.5","7.8",1449,901,163,70,1,67,373,25.7,155,10.7,2.42351,0.51031,0.25182,0.07303,"92.6",154,44.950055493895675,13.429522752497224,8.350586611456176,5.78,-0.97,0.22,2.23,0.327,121,"0.589294774",0.333,0.466,"-0.589294774",-0.006,-0.006000000000000005,-0.012,-0.008,28.6,"38.3",9.988384563384718,-8.053787053140232,33.608486112382124,0.529505582137161,39.741976032684846,28.571735018681146
5902,621493,"Ward, Taylor",5902,100,0.243,0.195,0.28,0.438,0.328,0.34,0.248,315,1298,90.7,17,2294,89.2,89.31,594,2498,3404,0.09999999999999432,6.44,107,151,121,146,307,324,295,"-17.114","17.114","67.9","7.0",1474,971,186,65,4,60,347,23.5,139,9.4,2.32824,0.58797,0.23844,0.07408,"92.0",173,42.60599793174767,11.685625646328852,7.666214382632293,5.79,-1.09,0.21,2.36,0.32,113,"0.289969502",0.328,0.453,"-0.289969502",-0.005,-0.008000000000000007,-0.015,-0.012,23.8,"38.2",8.909684481103618,0.0720517689415126,31.391778938224938,0.5132641291810842,36.871628793097315,31.56410971439791
5895,605137,"Bell, Josh",5895,100,0.243,0.162,0.276,0.405,0.317,0.329,0.249,332,1369,89.6,9.7,2209,89,89.21,740,2824,3071,0.20000000000000284,6.43,114,148,126,149,297,323,298,"-5.856","5.856","69.9","7.9",1538,1067,217,60,3,52,309,20.1,144,9.4,2.32373,0.59582,0.4632,-0.4632,"92.3",154,42.61363636363637,9.280303030303031,6.371911573472041,5.75,-0.75,0,2.35,0.318,98,"0.099338422",0.325,0.428,"-0.099338422",-0.006,-0.007000000000000006,-0.023,-0.012,26.2,"37.6",9.132159137408724,0.32633445753873075,34.51521416588343,0.5382797731568998,37.79380395816974,24.271956740298684
5878,593428,"Bogaerts, Xander",5878,100,0.273,0.13,0.308,0.403,0.321,0.319,0.264,369,1352,88.2,9.5,2253,89.2,89.33,491,2503,3375,0.09999999999999432,6.44,109,151,123,147,302,323,292,"-0.35","0.35","69.3","7.2",1499,1120,266,65,3,35,250,16.7,120,8,2.32922,0.58957,0.37215,0.11742,"91.7",140,35.273052820053714,5.550581915846016,4.136090727151434,5.72,-0.87,0.14,2.24,0.332,62,"0.005954406",0.327,0.396,"-0.005954406",0.009,0.0050000000000000044,0.007,0.002,19.6,"37.4",9.384279745779809,-3.509206643854022,31.695119510546824,0.5083573487031701,38.05197278714612,33.01692153367336
5874,680776,"Duran, Jarren",5874,100,0.279,0.193,0.348,0.472,0.347,0.33,0.267,391,1399,90.5,10.3,2250,89.6,89.76,741,2884,2988,0.20000000000000284,6.43,115,146,107,151,282,320,306,"-55.249","55.249","72.2","7.4",1528,1056,221,107,26,37,352,23,104,6.8,2.24116,0.65143,0.39756,-0.23251,"92.3",160,45.21327014218009,8.530805687203792,5.890052356020942,5.72,-0.78,-0.1,2.39,0.334,90,"0.940568607",0.325,0.429,"-0.940568607",0.012,0.009000000000000008,0.043,0.017,25.7,"37.9",3.845034052550816,3.7759214987331244,28.557731580919345,0.3768888888888889,39.321745006422844,27.40022800160152
5866,669257,"Smith, Will",5866,100,0.269,0.189,0.294,0.459,0.353,0.354,0.259,319,1184,89.8,17.6,2274,89.8,90.12,532,2606,3260,0.29999999999999716,6.45,109,151,123,146,305,322,293,"-52.332","52.332","66.6","7.1",1385,962,202,61,5,51,247,17.8,149,10.8,2.26007,0.62143,0.32242,0.07441,"91.5",185,42.96141814389989,9.801876955161628,6.787003610108304,5.74,-0.85,0.28,2.33,0.357,94,"0.892124105",0.352,0.459,"-0.892124105",0.01,0.0050000000000000044,0,-0.001,20.4,"37.5",10.725974393349102,2.432579144988591,34.53622657609731,0.5832903558535327,36.75052871569055,30.077504449742428
5849,668930,"Turang, Brice",5849,100,0.248,0.088,0.301,0.336,0.29,0.298,0.252,324,1305,85.8,7.2,2253,89.4,89.7,505,2775,3072,0.29999999999999716,6.46,113,146,104,150,288,317,299,"28.936","-28.936","64.8","6.2",1450,1042,252,47,7,18,281,19.4,123,8.5,2.29428,0.6057,0.3765,-0.25786,"90.5",160,32.88461538461539,3.3653846153846154,2.413793103448276,5.73,-1.09,-0.14,2.33,0.313,35,"-0.494717046",0.318,0.349,"0.494717046",-0.004,-0.0050000000000000044,-0.013,-0.008,18.2,"38.2",2.297372514506719,5.362509930741796,30.14588050953379,0.31923601637107774,35.29112338636614,30.85447610428984
5803,682928,"Abrams, CJ",5803,100,0.255,0.181,0.29,0.436,0.325,0.32,0.256,365,1431,87.7,13.6,2268,88.9,89.18,709,3049,2753,0.29999999999999716,6.46,116,146,108,150,291,321,301,"-12.844","12.844","69.8","7.3",1574,1140,222,77,16,50,305,19.4,90,5.7,2.38435,0.54459,0.30022,-0.15237,"91.5",153,38.8937664618086,6.848112379280071,4.955527318932655,5.81,-0.67,-0.09,2.3,0.315,78,"0.221333793",0.317,0.413,"-0.221333793",-0.001,-0.0020000000000000018,0.023,0.005,23.3,"38.1",9.944972182175409,-0.8194556016287448,28.341323783470724,0.5652173913043478,39.61273878283395,29.505967832855617
5799,682985,"Greene, Riley",5799,100,0.276,0.21,0.356,0.486,0.356,0.358,0.265,345,1252,91.1,11.1,2228,88.9,89.08,786,2729,3069,0.19999999999998863,6.41,116,146,122,151,294,327,301,"-43.983","43.983","73.7","7.1",1389,864,209,67,11,58,394,28.4,122,8.8,2.34242,0.58696,0.36963,-0.1995,"92.2",156,47.038327526132406,14.169570267131244,8.783297336213103,5.74,-0.83,-0.17,2.36,0.342,122,"0.758458355",0.334,0.499,"-0.758458355",0.011,0.008000000000000007,-0.013,-0.002,28.8,"38.7",11.450263535869231,2.832785623300589,43.927873196676,0.4008438818565401,32.648674123437125,31.13963183331726
5793,672580,"Garcia, Maikel",5793,100,0.261,0.11,0.308,0.371,0.3,0.317,0.272,362,1385,90.3,6.4,2293,89.8,90.16,419,2473,3319,0.4000000000000057,6.45,108,150,113,147,307,324,293,"26.751","-26.751","68.9","7.1",1523,1140,260,71,12,19,269,17.7,111,7.3,2.21387,0.64737,0.30063,0.0985,"92.3",158,45.70175438596491,4.385964912280701,3.282994090610637,5.8,-0.94,0.24,2.36,0.314,50,"-0.46178146",0.326,0.394,"0.46178146",-0.011,-0.01200000000000001,-0.023,-0.017,16.9,"39.6",4.4371081279827065,5.212832114752894,28.080653626001503,0.4620758483033932,35.86805012852598,32.20921803524278
5787,664034,"France, Ty",5787,100,0.245,0.119,0.287,0.364,0.305,0.328,0.254,339,1386,88.3,12.6,2266,89.4,89.67,679,3015,2772,0.29999999999999716,6.44,108,151,122,147,301,321,288,"15.593","-15.593","69.4","7.5",1551,1106,236,72,0,31,287,18.5,96,6.2,2.25455,0.6383,0.33596,0.09132,"91.6",158,39.70988213961922,7.43427017225748,5.286911669890394,5.76,-0.84,0.19,2.31,0.32,82,"-0.269448764",0.33,0.415,"0.269448764",-0.009,-0.010000000000000009,-0.051,-0.023,22.5,"38.7",11.596288276323232,6.251331586823075,34.78276948591911,0.47710622710622713,36.1812416409683,26.770679302367373
5754,606466,"Marte, Ketel",5754,100,0.285,0.245,0.297,0.529,0.381,0.377,0.284,377,1325,92,10.8,2214,88.9,89.12,563,2656,3098,0.19999999999998863,6.42,114,147,116,149,297,326,302,"-85.838","85.838","72.1","7.6",1517,1080,224,62,11,80,260,17.1,163,10.7,2.35779,0.57193,0.36206,-0.36217,"93.2",152,47.680890538033395,11.131725417439704,7.910349373764008,5.75,-0.7,-0.1,2.34,0.365,120,"1.491797011",0.368,0.503,"-1.491797011",0.001,-0.0030000000000000027,0.026,0.004,21.2,"38.0",8.410129915875082,-4.97824943466781,33.09808620350109,0.5301520713162035,33.11930542097314,35.26363257278921
5752,665161,"Peña, Jeremy",5752,100,0.277,0.132,0.322,0.409,0.322,0.318,0.269,414,1496,87.6,6.6,2271,88.9,88.92,805,3045,2707,0,6.43,107,151,113,146,297,325,289,"-7.354","7.354","70.5","7.5",1630,1215,294,78,6,36,295,18.1,84,5.2,2.39202,0.55716,0.32366,0.07557,"91.7",133,38.46153846153847,5.459057071960298,4.049079754601228,5.78,-1.01,0.25,2.21,0.327,66,"0.127851182",0.322,0.399,"-0.127851182",0.008,0.0050000000000000044,0.01,0.004,26.4,"37.5",8.23126213325985,-3.7554425620993257,30.231250771147632,0.5199824330259113,38.217901919534505,27.326277236443122
5740,641355,"Bellinger, Cody",5740,100,0.286,0.195,0.301,0.481,0.349,0.32,0.259,386,1352,88.2,17.5,2260,89.3,89.48,587,2850,2889,0.20000000000000284,6.41,115,145,123,151,294,324,301,"-49.079","49.079","68.0","7.6",1486,1144,249,70,7,60,230,15.5,103,6.9,2.34023,0.56788,0.32932,-0.19435,"91.3",162,34.44347063978966,6.748466257668712,5.181695827725438,5.76,-0.7,-0.2,2.43,0.335,77,"0.855034843",0.314,0.423,"-0.855034843",0.027,0.02100000000000002,0.058,0.029,20.6,"37.4",12.298576771369467,-1.4585164848815633,32.44252963833951,0.58063121487246,33.479818813713784,29.96921159158657
5720,664761,"Bohm, Alec",5720,100,0.278,0.153,0.305,0.431,0.329,0.338,0.285,406,1461,90,9.6,2273,89.6,89.76,488,2822,2897,0.20000000000000284,6.45,108,150,123,148,304,323,288,"-15.739","15.739","70.7","7.3",1593,1235,272,87,4,43,242,15.2,101,6.3,2.27877,0.61577,0.35416,0.03554,"92.0",161,44.44444444444444,6.326034063260341,4.8964218455743875,5.82,-0.75,0.12,2.32,0.328,78,"0.275157343",0.337,0.44,"-0.275157343",-0.007,-0.009000000000000008,-0.009,-0.009,17.3,"37.6",5.541738897049793,4.676376840473161,30.5502098191954,0.4765661252900232,38.37017434935371,27.35361669373958
5685,521692,"Perez, Salvador",5685,100,0.259,0.177,0.293,0.436,0.316,0.348,0.274,384,1482,90.6,17.8,2287,88.7,89.04,953,3340,2344,0.29999999999999716,6.46,108,151,123,146,306,328,300,"-1.119","1.119","71.5","7.9",1592,1158,248,73,0,63,339,21.3,62,3.9,2.41705,0.5201,0.18877,-0.00663,"92.4",168,44.71403812824957,11.525129982668977,8.35427135678392,5.77,-0.93,0.38,2.25,0.299,133,"0.019683377",0.314,0.501,"-0.019683377",-0.015,-0.015000000000000013,-0.065,-0.032,28.5,"39.5",13.164451417740292,-5.842010065127694,34.69087519906738,0.5312252964426878,39.20100299101761,29.56487459553503
